customer_id,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFMScore
713,179,4,4564.42,1,1,2,112
714,52,11,10441.09,2,4,4,244
715,158,3,4278.66,1,1,2,112
716,12,6,6680.78,4,2,3,423
717,14,6,4696.91,4,2,2,422
718,21,8,6777.43,3,4,3,343
719,11,9,12020.0,4,4,4,444
720,49,10,13004.35,2,4,4,244
721,4,7,8883.609999999999,4,3,4,434
722,145,5,6548.61,1,2,3,123
723,15,8,7012.59,4,4,3,443
724,19,8,9812.699999999999,3,4,4,344
725,3,11,13048.82,4,4,4,444
726,143,3,5134.71,1,1,2,112
727,61,6,8768.09,2,2,4,224
728,20,9,10919.45,3,4,4,344
729,1,10,15826.0,4,4,4,444
730,14,7,6529.49,4,3,3,433
731,134,6,6259.200000000001,1,2,3,123
732,64,5,6099.150000000001,2,2,3,223
733,46,10,14532.51,2,4,4,244
734,156,3,3346.12,1,1,1,111
735,99,4,6814.03,1,1,3,113
736,11,6,5999.719999999999,4,2,2,422
737,157,7,7386.14,1,3,3,133
738,69,8,8764.37,2,4,4,244
739,1,10,9430.63,4,4,4,444
740,61,4,6155.53,2,1,3,213
741,87,5,3482.3,1,2,1,121
742,10,6,6918.96,4,2,3,423
743,89,5,6065.4400000000005,1,2,3,123
744,107,5,4149.55,1,2,1,121
745,11,4,2697.98,4,1,1,411
746,43,6,4853.96,3,2,2,322
747,35,2,1801.98,3,1,1,311
748,46,9,8538.05,2,4,4,244
749,50,9,7591.94,2,4,3,243
750,20,6,7506.73,3,2,3,323
751,130,2,386.48,1,1,1,111
752,40,8,8004.32,3,4,3,343
753,15,8,11935.380000000001,4,4,4,444
754,277,2,814.03,1,1,1,111
755,95,3,2071.7799999999997,1,1,1,111
756,45,6,3859.17,2,2,1,221
757,72,5,3967.6,2,2,1,221
758,87,2,651.02,1,1,1,111
759,111,9,8217.14,1,4,4,144
760,62,9,8569.289999999999,2,4,4,244
761,86,5,6483.68,1,2,3,123
762,25,5,3989.6800000000003,3,2,1,321
763,74,6,6989.88,2,2,3,223
764,20,4,4122.42,3,1,1,311
765,36,10,8794.98,3,4,4,344
766,16,6,4962.24,4,2,2,422
767,42,5,6197.59,3,2,3,323
768,5,9,9425.52,4,4,4,444
769,48,8,9694.79,2,4,4,244
770,49,6,6789.790000000001,2,2,3,223
771,88,6,5901.7,1,2,2,122
772,2,6,8421.58,4,2,4,424
773,72,8,10334.68,2,4,4,244
774,113,1,1311.44,1,1,1,111
775,65,7,6985.21,2,3,3,233
776,13,9,9151.17,4,4,4,444
777,47,6,5113.99,2,2,2,222
778,33,5,6292.889999999999,3,2,3,323
779,111,5,4372.34,1,2,2,122
780,26,3,3499.7200000000003,3,1,1,311
781,125,5,3763.4600000000005,1,2,1,121
782,102,6,10216.48,1,2,4,124
783,96,5,6170.6,1,2,3,123
784,113,2,760.18,1,1,1,111
785,18,6,4304.54,3,2,2,322
786,9,7,7114.27,4,3,3,433
787,75,10,11292.54,2,4,4,244
788,19,7,8089.72,3,3,3,333
789,4,8,4497.3,4,4,2,442
790,14,8,9306.61,4,4,4,444
791,123,6,6605.22,1,2,3,123
792,17,6,6907.9,4,2,3,423
793,1,10,12116.11,4,4,4,444
794,20,7,7832.74,3,3,3,333
795,18,5,5980.89,3,2,2,322
796,6,7,6097.05,4,3,3,433
797,109,4,4668.49,1,1,2,112
798,109,3,4285.05,1,1,2,112
799,10,11,14399.89,4,4,4,444
800,134,6,6283.9,1,2,3,123
801,269,2,1074.8,1,1,1,111
802,55,6,7508.74,2,2,3,223
803,66,6,3818.25,2,2,1,221
804,41,3,3480.5,3,1,1,311
805,122,6,6966.17,1,2,3,123
806,31,4,4854.46,3,1,2,312
807,50,4,4367.13,2,1,2,212
808,89,3,3676.8199999999997,1,1,1,111
809,45,4,3653.47,2,1,1,211
810,52,4,4539.42,2,1,2,212
811,114,4,2483.69,1,1,1,111
812,87,3,2694.8900000000003,1,1,1,111
813,66,5,4386.05,2,2,2,222
814,19,3,4661.23,3,1,2,312
815,53,6,7646.77,2,2,3,223
816,27,4,2934.97,3,1,1,311
817,16,5,5340.0,4,2,2,422
818,40,6,6141.46,3,2,3,323
819,43,5,5033.21,3,2,2,322
820,3,10,8742.57,4,4,4,444
821,33,5,4826.39,3,2,2,322
822,242,1,2005.66,1,1,1,111
823,77,6,9755.81,2,2,4,224
824,9,4,6017.27,4,1,2,412
825,10,8,6046.6900000000005,4,4,3,443
826,4,4,4829.57,4,1,2,412
827,49,8,9051.45,2,4,4,244
828,20,5,3777.5299999999997,3,2,1,321
829,12,6,9236.19,4,2,4,424
830,85,6,6106.9400000000005,2,2,3,223
831,11,5,4245.84,4,2,2,422
832,17,12,13562.13,4,4,4,444
833,86,8,8852.31,1,4,4,144
834,18,4,3595.5299999999997,3,1,1,311
835,7,8,8541.23,4,4,4,444
836,72,4,3562.2,2,1,1,211
837,157,3,3406.25,1,1,1,111
838,41,4,3724.8199999999997,3,1,1,311
839,106,4,2550.73,1,1,1,111
840,38,6,8144.96,3,2,3,323
841,157,7,10936.2,1,3,4,134
842,68,4,3639.46,2,1,1,211
843,2,6,4090.19,4,2,1,421
844,31,9,12523.55,3,4,4,344
845,97,4,3639.43,1,1,1,111
846,111,3,4385.62,1,1,2,112
847,122,5,5363.83,1,2,2,122
848,22,4,4711.04,3,1,2,312
849,22,6,6086.66,3,2,3,323
850,34,8,7476.79,3,4,3,343
851,9,4,5347.0,4,1,2,412
853,23,9,12711.369999999999,3,4,4,344
854,8,4,3992.51,4,1,1,411
855,104,4,7241.66,1,1,3,113
856,1,7,6845.04,4,3,3,433
857,33,5,6692.93,3,2,3,323
858,11,6,5654.55,4,2,2,422
859,18,6,6979.780000000001,3,2,3,323
860,91,4,7381.19,1,1,3,113
861,21,5,5226.41,3,2,2,322
862,202,1,774.53,1,1,1,111
863,69,4,2288.23,2,1,1,211
864,46,6,8911.39,2,2,4,224
865,85,7,7192.900000000001,2,3,3,233
866,98,5,7599.92,1,2,3,123
867,27,6,7947.42,3,2,3,323
868,88,6,7529.639999999999,1,2,3,123
870,61,8,6364.29,2,4,3,243
871,51,8,8700.560000000001,2,4,4,244
872,23,1,290.62,3,1,1,311
873,31,5,4426.2,3,2,2,322
874,46,8,8569.99,2,4,4,244
875,63,6,6933.69,2,2,3,223
876,16,3,2732.4700000000003,4,1,1,411
877,17,9,9182.89,4,4,4,444
878,20,3,4531.79,3,1,2,312
879,23,4,3356.34,3,1,1,311
880,62,3,4774.51,2,1,2,212
881,90,3,5353.86,1,1,2,112
882,56,5,6628.360000000001,2,2,3,223
883,47,4,2114.02,2,1,1,211
884,1,6,10922.09,4,2,4,424
885,7,3,3628.9399999999996,4,1,1,411
886,1,7,9025.03,4,3,4,434
887,39,8,10938.66,3,4,4,344
888,68,5,5750.62,2,2,2,222
889,36,5,4366.950000000001,3,2,2,322
890,165,4,4485.6,1,1,2,112
891,12,5,6442.05,4,2,3,423
892,84,10,9618.64,2,4,4,244
893,75,7,9202.85,2,3,4,234
894,19,8,7512.48,3,4,3,343
895,61,3,2714.21,2,1,1,211
896,23,4,4448.32,3,1,2,312
897,86,8,9629.18,1,4,4,144
898,146,1,478.16,1,1,1,111
899,49,6,4240.0599999999995,2,2,2,222
900,12,4,2446.44,4,1,1,411
901,111,4,6948.22,1,1,3,113
902,14,9,9408.53,4,4,4,444
903,16,9,10102.58,4,4,4,444
904,37,4,5063.82,3,1,2,312
905,105,8,6801.49,1,4,3,143
906,16,9,12920.289999999999,4,4,4,444
907,105,7,3448.87,1,3,1,131
908,4,7,4679.15,4,3,2,432
909,26,5,8560.51,3,2,4,324
910,329,2,1932.55,1,1,1,111
911,146,5,3792.6,1,2,1,121
912,40,7,7206.52,3,3,3,333
913,63,5,5573.5,2,2,2,222
914,106,5,5533.82,1,2,2,122
915,148,5,4802.6,1,2,2,122
916,36,5,5850.91,3,2,2,322
917,35,8,7452.88,3,4,3,343
918,16,6,6040.75,4,2,3,423
919,50,9,10701.04,2,4,4,244
920,150,6,6259.75,1,2,3,123
921,44,8,11852.14,3,4,4,344
922,188,2,1768.82,1,1,1,111
923,32,7,6019.1900000000005,3,3,2,332
924,21,9,8254.23,3,4,4,344
925,12,10,10850.689999999999,4,4,4,444
926,12,6,5627.58,4,2,2,422
927,88,3,3712.1099999999997,1,1,1,111
928,11,8,6370.69,4,4,3,443
929,121,5,4985.79,1,2,2,122
930,109,3,3196.47,1,1,1,111
931,70,5,6046.89,2,2,3,223
932,3,6,4854.48,4,2,2,422
933,0,5,7598.65,4,2,3,423
934,0,8,9379.6,4,4,4,444
935,86,7,8652.22,1,3,4,134
936,23,12,17160.24,3,4,4,344
937,15,5,4550.33,4,2,2,422
938,25,9,7675.22,3,4,3,343
939,31,4,5121.02,3,1,2,312
940,52,5,6172.42,2,2,3,223
941,33,10,17898.46,3,4,4,344
942,113,4,4111.12,1,1,1,111
943,88,7,9442.1,1,3,4,134
944,55,8,4915.05,2,4,2,242
945,14,7,9247.25,4,3,4,434
946,2,8,10866.75,4,4,4,444
947,50,6,6685.68,2,2,3,223
948,100,3,3541.6,1,1,1,111
949,169,6,6945.2699999999995,1,2,3,123
950,32,7,8329.7,3,3,4,334
951,6,6,4934.83,4,2,2,422
952,46,5,6239.17,2,2,3,223
953,11,9,10996.0,4,4,4,444
954,24,4,5686.3099999999995,3,1,2,312
955,13,7,3915.94,4,3,1,431
956,84,3,3675.74,2,1,1,211
957,38,5,4868.3,3,2,2,322
958,34,6,5470.129999999999,3,2,2,322
959,23,6,5701.85,3,2,2,322
960,78,4,5971.35,2,1,2,212
961,64,4,4158.360000000001,2,1,1,211
962,2,7,5930.2699999999995,4,3,2,432
963,27,12,12068.12,3,4,4,344
964,1,5,4224.59,4,2,2,422
965,60,4,5232.65,2,1,2,212
966,13,4,1885.61,4,1,1,411
967,66,4,5974.77,2,1,2,212
968,35,8,10289.75,3,4,4,344
969,17,5,6968.38,4,2,3,423
970,33,5,6237.67,3,2,3,323
971,19,5,5862.57,3,2,2,322
972,145,2,3318.8099999999995,1,1,1,111
973,8,8,12724.26,4,4,4,444
974,6,6,6929.71,4,2,3,423
975,10,9,9499.82,4,4,4,444
976,87,6,6710.5599999999995,1,2,3,123
977,29,5,5149.34,3,2,2,322
978,149,5,4373.97,1,2,2,122
979,5,5,7486.82,4,2,3,423
980,206,5,6299.04,1,2,3,123
981,34,7,9042.05,3,3,4,334
982,112,6,2794.7500000000005,1,2,1,121
983,1,8,9637.26,4,4,4,444
984,50,8,6208.719999999999,2,4,3,243
985,14,4,5554.1900000000005,4,1,2,412
986,75,8,8673.32,2,4,4,244
987,34,8,8979.65,3,4,4,344
988,25,2,769.14,3,1,1,311
989,33,6,6782.12,3,2,3,323
990,11,7,8441.6,4,3,4,434
991,89,6,7774.3,1,2,3,123
992,85,2,2986.45,2,1,1,211
993,0,9,8086.79,4,4,3,443
994,42,5,3901.01,3,2,1,321
995,11,7,9379.039999999999,4,3,4,434
996,51,6,7713.16,2,2,3,223
997,72,7,6397.73,2,3,3,233
998,28,2,1565.5500000000002,3,1,1,311
999,76,10,14662.14,2,4,4,244
1000,0,9,10183.7,4,4,4,444
1001,42,7,6233.51,3,3,3,333
1002,155,4,5038.32,1,1,2,112
1003,47,9,9111.19,2,4,4,244
1004,85,6,8437.87,2,2,4,224
1005,159,5,7863.76,1,2,3,123
1006,37,8,9481.25,3,4,4,344
1007,34,7,8532.46,3,3,4,334
1008,17,4,5409.6900000000005,4,1,2,412
1009,53,5,5787.36,2,2,2,222
1010,90,4,2816.75,1,1,1,111
1011,313,3,3940.1800000000003,1,1,1,111
1012,9,4,5094.62,4,1,2,412
1013,95,6,7207.57,1,2,3,123
1014,4,7,6269.75,4,3,3,433
1015,56,6,7096.79,2,2,3,223
1016,66,6,5697.8,2,2,2,222
1017,90,3,5234.68,1,1,2,112
1018,189,5,6164.88,1,2,3,123
1019,42,5,5805.35,3,2,2,322
1020,55,4,4075.21,2,1,1,211
1021,38,8,9624.45,3,4,4,344
1022,142,5,8161.4,1,2,3,123
1023,125,2,1579.3899999999999,1,1,1,111
1024,19,8,9592.029999999999,3,4,4,344
1025,60,8,8141.29,2,4,3,243
1026,44,7,5413.76,3,3,2,332
1027,22,6,6580.15,3,2,3,323
1028,8,7,12001.41,4,3,4,434
1029,30,6,6223.08,3,2,3,323
1030,39,8,10951.8,3,4,4,344
1031,46,3,2352.9300000000003,2,1,1,211
1032,30,8,6902.84,3,4,3,343
1033,14,9,12744.87,4,4,4,444
1034,104,2,1819.46,1,1,1,111
1035,13,3,1327.0600000000002,4,1,1,411
1036,28,5,7125.26,3,2,3,323
1037,73,8,6925.18,2,4,3,243
1038,12,4,6144.11,4,1,3,413
1039,61,7,9522.77,2,3,4,234
1040,120,4,4072.65,1,1,1,111
1041,63,4,4271.03,2,1,2,212
1042,35,3,4585.77,3,1,2,312
1043,130,10,14313.43,1,4,4,144
1044,112,5,4616.29,1,2,2,122
1045,128,3,4405.6,1,1,2,112
1046,64,5,3846.1,2,2,1,221
1047,138,8,6874.87,1,4,3,143
1048,53,7,6677.74,2,3,3,233
1049,32,10,11130.050000000001,3,4,4,344
1050,50,6,4722.12,2,2,2,222
1051,267,5,4878.8099999999995,1,2,2,122
1052,0,6,8478.41,4,2,4,424
1053,139,3,3482.79,1,1,1,111
1054,5,8,8433.75,4,4,4,444
1055,177,2,924.06,1,1,1,111
1056,112,7,7920.27,1,3,3,133
1057,19,4,5663.77,3,1,2,312
1058,235,3,2308.7200000000003,1,1,1,111
1059,140,2,2449.81,1,1,1,111
1060,187,6,9606.77,1,2,4,124
1061,138,6,4056.76,1,2,1,121
1062,2,6,7619.47,4,2,3,423
1063,46,6,5833.22,2,2,2,222
1064,139,3,5404.67,1,1,2,112
1065,20,6,4709.66,3,2,2,322
1066,166,3,2637.5299999999997,1,1,1,111
1067,25,2,1854.93,3,1,1,311
1068,4,14,14254.55,4,4,4,444
1069,115,5,6910.5,1,2,3,123
1070,0,4,5754.66,4,1,2,412
1071,39,6,7958.68,3,2,3,323
1072,26,3,3697.58,3,1,1,311
1073,17,6,6454.889999999999,4,2,3,423
1074,16,8,9370.01,4,4,4,444
1075,67,7,6623.97,2,3,3,233
1076,9,12,14390.1,4,4,4,444
1077,5,6,6570.4400000000005,4,2,3,423
1078,18,6,5117.1,3,2,2,322
1079,17,4,3829.1099999999997,4,1,1,411
1080,47,3,3133.43,2,1,1,211
1081,11,5,6119.719999999999,4,2,3,423
1082,47,5,4492.05,2,2,2,222
1083,148,2,2418.19,1,1,1,111
1084,4,11,11437.050000000001,4,4,4,444
1085,64,4,2487.7000000000003,2,1,1,211
1086,13,9,8640.220000000001,4,4,4,444
1087,14,3,3535.79,4,1,1,411
1088,13,6,6230.39,4,2,3,423
1089,87,7,6202.85,1,3,3,133
1090,71,7,5882.43,2,3,2,232
1091,4,11,10303.810000000001,4,4,4,444
1092,54,5,4893.719999999999,2,2,2,222
1093,99,9,12492.4,1,4,4,144
1094,26,7,7255.12,3,3,3,333
1095,14,4,6916.039999999999,4,1,3,413
1096,152,5,3865.37,1,2,1,121
1097,76,4,4367.8099999999995,2,1,2,212
1098,8,8,7594.29,4,4,3,443
1099,51,2,1248.96,2,1,1,211
1100,45,3,2767.35,2,1,1,211
1101,115,5,6377.620000000001,1,2,3,123
1102,60,8,8832.98,2,4,4,244
1103,32,12,15447.92,3,4,4,344
1104,11,7,6458.3,4,3,3,433
1105,16,2,3965.4399999999996,4,1,1,411
1106,139,9,11078.470000000001,1,4,4,144
1107,19,6,4394.39,3,2,2,322
1108,12,4,1790.0,4,1,1,411
1109,238,3,2411.02,1,1,1,111
1110,17,6,7310.36,4,2,3,423
1111,53,7,6922.7,2,3,3,233
1112,108,3,3589.44,1,1,1,111
1113,27,9,10999.37,3,4,4,344
1114,64,4,4156.4,2,1,1,211
1115,2,9,9270.03,4,4,4,444
1116,7,3,4932.34,4,1,2,412
1117,90,10,8604.73,1,4,4,144
1118,38,4,3365.19,3,1,1,311
1119,98,7,11866.59,1,3,4,134
1120,1,6,5386.26,4,2,2,422
1121,7,2,2973.36,4,1,1,411
1122,135,5,4714.81,1,2,2,122
1123,10,5,6742.5,4,2,3,423
1124,44,3,3731.08,3,1,1,311
1125,26,5,3793.5699999999997,3,2,1,321
1126,48,4,4725.4400000000005,2,1,2,212
1127,136,4,5261.43,1,1,2,112
1128,64,5,5855.4400000000005,2,2,2,222
1129,44,13,18349.27,3,4,4,344
1130,136,5,6301.28,1,2,3,123
1131,70,8,10787.84,2,4,4,244
1132,44,9,10548.14,3,4,4,344
1133,17,7,9050.01,4,3,4,434
1134,3,7,6797.39,4,3,3,433
1135,164,3,3530.65,1,1,1,111
1136,35,6,5600.86,3,2,2,322
1137,5,9,8092.31,4,4,3,443
1138,124,6,7506.16,1,2,3,123
1139,26,4,3684.36,3,1,1,311
1140,6,13,16199.24,4,4,4,444
1141,113,5,4507.79,1,2,2,122
1142,38,4,4828.39,3,1,2,312
1143,4,5,7112.88,4,2,3,423
1144,17,7,9425.65,4,3,4,434
1145,13,2,2382.7200000000003,4,1,1,411
1146,73,2,2213.67,2,1,1,211
1147,29,6,8766.869999999999,3,2,4,324
1148,8,3,3426.09,4,1,1,411
1149,117,4,5793.360000000001,1,1,2,112
1150,103,5,8439.82,1,2,4,124
1151,75,5,5819.58,2,2,2,222
1152,57,8,9434.77,2,4,4,244
1153,17,5,3306.2400000000002,4,2,1,421
1154,131,6,3442.7799999999997,1,2,1,121
1155,84,7,5342.13,2,3,2,232
1156,40,4,5965.4400000000005,3,1,2,312
1157,27,7,7726.53,3,3,3,333
1158,2,7,9091.98,4,3,4,434
1159,6,4,5803.34,4,1,2,412
1160,163,3,3192.0099999999998,1,1,1,111
1161,12,4,4151.98,4,1,1,411
1162,136,4,5369.27,1,1,2,112
1163,19,5,2853.67,3,2,1,321
1164,153,3,2164.22,1,1,1,111
1165,10,9,6796.88,4,4,3,443
1166,14,6,7638.8,4,2,3,423
1167,10,4,4106.64,4,1,1,411
1168,63,7,10263.16,2,3,4,234
1169,62,7,7605.57,2,3,3,233
1170,205,5,6345.1,1,2,3,123
1171,34,9,9811.45,3,4,4,344
1172,44,6,7200.46,3,2,3,323
1173,108,3,2042.9699999999998,1,1,1,111
1174,8,3,3466.9300000000003,4,1,1,411
1175,218,2,2449.24,1,1,1,111
1176,77,4,3909.54,2,1,1,211
1177,51,8,8367.47,2,4,4,244
1178,20,8,10226.15,3,4,4,344
1179,7,4,6441.950000000001,4,1,3,413
1180,87,4,3870.83,1,1,1,111
1181,24,10,9928.33,3,4,4,344
1182,5,8,9588.19,4,4,4,444
1183,84,5,7060.07,2,2,3,223
1184,5,6,7155.030000000001,4,2,3,423
1185,9,3,1957.15,4,1,1,411
1186,19,6,5299.35,3,2,2,322
1187,25,4,2382.42,3,1,1,311
1188,18,2,3043.9,3,1,1,311
1189,47,4,2894.1,2,1,1,211
1190,6,6,4050.13,4,2,1,421
1191,43,8,6925.33,3,4,3,343
1192,20,5,4306.09,3,2,2,322
1193,36,4,4694.62,3,1,2,312
1194,25,8,7829.33,3,4,3,343
1195,48,5,5178.38,2,2,2,222
1196,18,6,5307.82,3,2,2,322
1197,7,4,4455.89,4,1,2,412
1198,68,6,6397.58,2,2,3,223
1199,43,8,6090.45,3,4,3,343
1200,20,9,7735.860000000001,3,4,3,343
1201,111,3,2329.42,1,1,1,111
1202,128,3,4231.33,1,1,2,112
1203,7,1,1036.59,4,1,1,411
1204,44,3,2461.46,3,1,1,311
1205,67,9,11055.76,2,4,4,244
1206,142,2,3229.76,1,1,1,111
1207,13,7,4099.09,4,3,1,431
1208,77,5,6789.07,2,2,3,223
1209,131,2,2368.55,1,1,1,111
1210,17,9,10302.32,4,4,4,444
1211,86,4,2677.25,1,1,1,111
1212,71,3,3843.34,2,1,1,211
1213,25,7,8448.45,3,3,4,334
1214,115,4,4251.7,1,1,2,112
1215,77,8,7611.6,2,4,3,243
1216,7,4,3354.53,4,1,1,411
1217,10,7,8001.530000000001,4,3,3,433
1218,20,6,8266.59,3,2,4,324
1219,4,3,3070.27,4,1,1,411
1220,66,5,5406.34,2,2,2,222
1221,9,7,5309.76,4,3,2,432
1222,110,3,2947.03,1,1,1,111
1223,34,8,4991.75,3,4,2,342
1224,23,8,9722.51,3,4,4,344
1225,87,4,5271.6,1,1,2,112
1226,102,5,5188.65,1,2,2,122
1227,50,12,9340.67,2,4,4,244
1228,53,4,3561.17,2,1,1,211
1229,28,9,6854.87,3,4,3,343
1230,76,2,1824.33,2,1,1,211
1231,145,2,2000.5500000000002,1,1,1,111
1232,4,9,10746.19,4,4,4,444
1233,14,9,11281.31,4,4,4,444
1234,24,8,8027.4800000000005,3,4,3,343
1235,54,3,4340.25,2,1,2,212
1236,41,5,5581.9,3,2,2,322
1237,49,11,14112.4,2,4,4,244
1238,101,6,3831.42,1,2,1,121
1239,38,7,4496.44,3,3,2,332
1240,5,4,4634.82,4,1,2,412
1241,75,7,7065.74,2,3,3,233
1242,17,3,2670.4700000000003,4,1,1,411
1243,70,10,11625.08,2,4,4,244
1244,46,5,4737.43,2,2,2,222
1245,71,7,5886.29,2,3,2,232
1246,174,2,2963.46,1,1,1,111
1247,184,4,5835.85,1,1,2,112
1248,67,1,1661.92,2,1,1,211
1249,106,5,6448.09,1,2,3,123
1250,35,10,9534.19,3,4,4,344
1251,61,4,2360.34,2,1,1,211
1252,9,7,9665.09,4,3,4,434
1253,4,4,3836.34,4,1,1,411
1254,37,7,6791.62,3,3,3,333
1255,78,3,1726.6999999999998,2,1,1,211
1256,81,6,6083.15,2,2,3,223
1257,211,3,2708.91,1,1,1,111
1258,117,8,8945.56,1,4,4,144
1259,25,7,8470.17,3,3,4,334
1260,66,5,3845.9700000000003,2,2,1,221
1261,19,6,4878.62,3,2,2,322
1262,43,3,4584.04,3,1,2,312
1263,24,6,5354.29,3,2,2,322
1264,2,4,6000.92,4,1,2,412
1265,7,4,4449.86,4,1,2,412
1266,257,2,4182.94,1,1,1,111
1267,52,4,6352.41,2,1,3,213
1268,28,3,3021.9300000000003,3,1,1,311
1269,256,3,2962.88,1,1,1,111
1270,28,4,3962.16,3,1,1,311
1271,187,2,3387.5299999999997,1,1,1,111
1272,112,10,12199.83,1,4,4,144
1273,143,3,3050.3100000000004,1,1,1,111
1274,14,10,7482.33,4,4,3,443
1275,56,6,5698.139999999999,2,2,2,222
1276,100,2,2585.3,1,1,1,111
1277,20,3,2701.3900000000003,3,1,1,311
1278,64,4,6559.17,2,1,3,213
1279,141,6,6106.63,1,2,3,123
1280,106,4,4802.049999999999,1,1,2,112
1281,160,3,3403.18,1,1,1,111
1282,38,8,10069.949999999999,3,4,4,344
1283,93,2,2964.4,1,1,1,111
1284,78,3,418.80999999999995,2,1,1,211
1285,164,8,11638.83,1,4,4,144
1286,61,7,6400.92,2,3,3,233
1287,67,7,9575.2,2,3,4,234
1288,78,5,7824.94,2,2,3,223
1289,11,6,5578.72,4,2,2,422
1290,44,9,11890.97,3,4,4,344
1291,16,7,8651.92,4,3,4,434
1292,22,5,6404.32,3,2,3,323
1293,58,5,5896.44,2,2,2,222
1294,176,3,1722.97,1,1,1,111
1295,77,7,7146.77,2,3,3,233
1296,120,4,5977.84,1,1,2,112
1297,2,6,6037.48,4,2,3,423
1298,52,5,7471.98,2,2,3,223
1299,6,7,9845.31,4,3,4,434
1300,35,6,9217.35,3,2,4,324
1301,12,8,5396.44,4,4,2,442
1302,55,13,17035.83,2,4,4,244
1303,10,6,7278.72,4,2,3,423
1304,3,6,4316.4400000000005,4,2,2,422
1305,83,5,4862.79,2,2,2,222
1306,12,6,7121.24,4,2,3,423
1307,101,9,9888.54,1,4,4,144
1308,15,5,7509.25,4,2,3,423
1309,111,4,3547.44,1,1,1,111
1310,79,5,4177.02,2,2,1,221
1311,37,4,6207.49,3,1,3,313
1312,188,4,3066.41,1,1,1,111
1313,7,8,10174.59,4,4,4,444
1314,22,6,6419.91,3,2,3,323
1315,5,8,5675.12,4,4,2,442
1316,32,5,5704.709999999999,3,2,2,322
1317,10,9,15370.81,4,4,4,444
1318,7,7,7834.26,4,3,3,433
1319,16,5,6649.37,4,2,3,423
1320,94,6,4696.18,1,2,2,122
1321,103,7,5511.14,1,3,2,132
1322,63,4,6024.35,2,1,2,212
1323,20,7,3352.15,3,3,1,331
1324,74,7,6791.04,2,3,3,233
1325,111,1,416.98,1,1,1,111
1326,10,6,6384.110000000001,4,2,3,423
1327,6,5,5206.27,4,2,2,422
1328,0,7,10301.23,4,3,4,434
1329,4,11,14818.12,4,4,4,444
1330,75,6,8329.24,2,2,4,224
1331,5,10,11641.26,4,4,4,444
1332,31,8,9213.53,3,4,4,344
1333,7,3,3501.9,4,1,1,411
1334,269,2,3129.3199999999997,1,1,1,111
1335,53,7,7295.27,2,3,3,233
1336,78,6,6095.66,2,2,3,223
1337,142,6,6160.39,1,2,3,123
1338,231,2,1671.8400000000001,1,1,1,111
1339,102,5,6447.48,1,2,3,123
1340,66,8,7371.42,2,4,3,243
1341,10,4,2841.1,4,1,1,411
1342,3,5,5550.01,4,2,2,422
1343,79,4,4627.96,2,1,2,212
1344,45,3,1709.46,2,1,1,211
1345,43,6,8121.72,3,2,3,323
1346,15,9,10530.7,4,4,4,444
1347,91,6,6106.51,1,2,3,123
1348,157,5,7592.16,1,2,3,123
1349,43,6,4387.99,3,2,2,322
1350,235,2,2243.46,1,1,1,111
1351,17,6,8020.08,4,2,3,423
1352,217,3,2496.04,1,1,1,111
1353,14,9,7872.24,4,4,3,443
1354,22,3,3170.25,3,1,1,311
1355,8,5,5458.110000000001,4,2,2,422
1356,38,6,6474.389999999999,3,2,3,323
1357,12,10,14010.38,4,4,4,444
1358,3,8,8559.16,4,4,4,444
1359,12,2,2027.25,4,1,1,411
1360,208,3,3476.3199999999997,1,1,1,111
1361,45,7,8979.07,2,3,4,234
1362,256,2,2948.34,1,1,1,111
1363,22,7,7017.55,3,3,3,333
1364,64,5,5699.07,2,2,2,222
1365,217,4,2346.0800000000004,1,1,1,111
1366,122,5,4035.11,1,2,1,121
1367,11,7,4991.900000000001,4,3,2,432
1368,19,6,6882.69,3,2,3,323
1369,180,4,4920.55,1,1,2,112
1370,33,4,3173.01,3,1,1,311
1371,42,4,4146.6,3,1,1,311
1372,66,6,6444.01,2,2,3,223
1374,39,8,11213.68,3,4,4,344
1375,111,5,6008.95,1,2,2,122
1376,123,6,6902.15,1,2,3,123
1377,75,5,5783.17,2,2,2,222
1378,12,6,8072.719999999999,4,2,3,423
1379,57,5,6509.42,2,2,3,223
1380,198,3,4100.01,1,1,1,111
1381,135,5,7293.99,1,2,3,123
1382,122,2,2998.29,1,1,1,111
1383,227,4,4142.55,1,1,1,111
1384,36,6,6268.25,3,2,3,323
1385,25,5,7432.72,3,2,3,323
1386,106,3,3260.21,1,1,1,111
1387,215,1,1635.3,1,1,1,111
1388,48,6,6237.99,2,2,3,223
1389,49,9,10567.12,2,4,4,244
1390,1,9,9070.85,4,4,4,444
1391,63,3,3611.7799999999997,2,1,1,211
1392,107,3,4481.38,1,1,2,112
1393,1,3,2847.5,4,1,1,411
1394,23,4,4565.360000000001,3,1,2,312
1395,264,3,4039.38,1,1,1,111
1396,9,10,11434.630000000001,4,4,4,444
1397,88,6,7257.49,1,2,3,123
1398,36,7,8073.77,3,3,3,333
1399,16,4,6034.2,4,1,3,413
1400,69,7,9111.93,2,3,4,234
1401,81,4,3740.62,2,1,1,211
1402,40,8,7968.53,3,4,3,343
1403,164,2,1663.42,1,1,1,111
1404,7,10,9401.710000000001,4,4,4,444
1405,23,11,7668.83,3,4,3,343
1406,82,6,4605.35,2,2,2,222
1407,0,9,9199.51,4,4,4,444
